epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,1016.91,1.87669,1.50878,1.33942,0.26907,0.15218,0.12327,0.04054,2.81224,3.82495,1.83254,0.005842,0.005842,0.005842
128,1023.34,1.97991,1.67518,1.41102,0.26907,0.15218,0.12327,0.04054,2.81224,3.82495,1.83254,0.005809,0.005809,0.005809
129,1030.12,1.97232,1.62692,1.38239,0.26642,0.07359,0.10531,0.03849,2.81385,4.0957,1.87395,0.005776,0.005776,0.005776
130,1036.88,1.94039,1.54701,1.35725,0.26642,0.07359,0.10531,0.03849,2.81385,4.0957,1.87395,0.005743,0.005743,0.005743
131,1043.44,1.93876,1.60638,1.38665,0.2393,0.11391,0.13014,0.04112,2.84791,4.03032,1.90999,0.00571,0.00571,0.00571
132,1050.22,2.11307,1.75813,1.476,0.14827,0.15,0.1177,0.0353,2.93611,3.74426,1.89955,0.005677,0.005677,0.005677
133,1056.58,1.84631,1.52789,1.44392,0.14827,0.15,0.1177,0.0353,2.93611,3.74426,1.89955,0.005644,0.005644,0.005644
134,1063,1.79661,1.3211,1.29658,0.13453,0.17,0.09895,0.03086,2.91877,3.64501,1.92725,0.005611,0.005611,0.005611
135,1069.54,1.7581,1.28215,1.27194,0.08464,0.14,0.08848,0.03018,2.90972,3.50431,1.89405,0.005578,0.005578,0.005578
136,1076.08,1.86015,1.4185,1.31429,0.08464,0.14,0.08848,0.03018,2.90972,3.50431,1.89405,0.005545,0.005545,0.005545
137,1082.61,1.85465,1.43341,1.27816,0.10538,0.14739,0.07774,0.02536,2.99682,3.56031,1.90723,0.005512,0.005512,0.005512
138,1088.98,1.98069,1.55596,1.33991,0.10538,0.14739,0.07774,0.02536,2.99682,3.56031,1.90723,0.005479,0.005479,0.005479
139,1095.51,1.98562,1.577,1.41431,0.134,0.17,0.07947,0.02862,2.92353,3.47755,1.85544,0.005446,0.005446,0.005446
140,1102.61,1.79818,1.34906,1.26642,0.16082,0.17,0.09289,0.03366,2.91257,3.6156,1.86657,0.005413,0.005413,0.005413
141,1109.08,1.89242,1.568,1.30782,0.16082,0.17,0.09289,0.03366,2.91257,3.6156,1.86657,0.00538,0.00538,0.00538
142,1115.53,1.85604,1.4823,1.39764,0.19314,0.21,0.12248,0.03761,2.94581,3.56962,1.9321,0.005347,0.005347,0.005347
143,1122.07,1.72673,1.25322,1.24292,0.28199,0.23,0.1585,0.06073,2.85062,3.56731,1.89693,0.005314,0.005314,0.005314
144,1128.54,1.70088,1.3944,1.29645,0.28199,0.23,0.1585,0.06073,2.85062,3.56731,1.89693,0.005281,0.005281,0.005281
145,1134.86,1.73449,1.35537,1.2906,0.20779,0.22959,0.1525,0.06218,2.82475,3.38559,1.87813,0.005248,0.005248,0.005248
146,1141.48,1.81811,1.346,1.22253,0.20779,0.22959,0.1525,0.06218,2.82475,3.38559,1.87813,0.005215,0.005215,0.005215
147,1159.64,1.72393,1.32888,1.30002,0.16731,0.23,0.16079,0.05652,2.81036,3.33258,1.83693,0.005182,0.005182,0.005182
148,1870.54,1.77325,1.39145,1.32601,0.29661,0.17,0.17141,0.0548,2.78916,3.40085,1.82317,0.005149,0.005149,0.005149
149,1877.77,1.6793,1.22699,1.16547,0.29661,0.17,0.17141,0.0548,2.78916,3.40085,1.82317,0.005116,0.005116,0.005116
