epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
117,1710,2.02755,1.59355,1.36823,0.59771,0.063,0.09327,0.02946,2.91072,3.32833,2.03565,0.004258,0.004258,0.004258
118,1717.8,1.89798,1.51253,1.34766,0.29369,0.06339,0.07799,0.02489,2.94407,3.46048,2.04406,0.0042085,0.0042085,0.0042085
119,1725.52,1.84251,1.43632,1.2932,0.29369,0.06339,0.07799,0.02489,2.94407,3.46048,2.04406,0.004159,0.004159,0.004159
120,1733.3,1.80455,1.30187,1.24047,0.27054,0.05,0.06647,0.02045,2.96623,3.51267,2.0509,0.0041095,0.0041095,0.0041095
121,1741.09,1.79977,1.37968,1.2936,0.20589,0.0468,0.04965,0.01889,2.97248,3.59148,2.09316,0.00406,0.00406,0.00406
122,1749.16,1.90653,1.47876,1.2864,0.49086,0.06429,0.07204,0.02111,2.93133,3.56784,2.06103,0.0040105,0.0040105,0.0040105
123,1757.27,1.72847,1.36353,1.25666,0.49086,0.06429,0.07204,0.02111,2.93133,3.56784,2.06103,0.003961,0.003961,0.003961
124,1765.31,1.81329,1.3572,1.2662,0.22409,0.08482,0.08113,0.02207,2.91125,3.56715,2.05579,0.0039115,0.0039115,0.0039115
125,1773.06,1.81036,1.38499,1.27795,0.24622,0.10172,0.09321,0.02755,2.83953,3.41937,1.98242,0.003862,0.003862,0.003862
126,1780.97,1.83105,1.43246,1.31612,0.14181,0.12964,0.12784,0.03769,2.80518,3.1997,1.93997,0.0038125,0.0038125,0.0038125
127,1789.01,1.80276,1.26042,1.19963,0.14181,0.12964,0.12784,0.03769,2.80518,3.1997,1.93997,0.003763,0.003763,0.003763
128,1797.02,1.79569,1.3941,1.25051,0.12956,0.14304,0.1232,0.03533,2.83479,3.1294,1.94413,0.0037135,0.0037135,0.0037135
129,1805.29,1.75224,1.39174,1.29254,0.24946,0.12589,0.11563,0.03161,2.91184,3.23235,1.98905,0.003664,0.003664,0.003664
130,1813.42,1.71949,1.30391,1.21484,0.22985,0.11875,0.09973,0.03133,2.9476,3.3654,1.99911,0.0036145,0.0036145,0.0036145
131,1821.35,1.81846,1.35836,1.24211,0.22985,0.11875,0.09973,0.03133,2.9476,3.3654,1.99911,0.003565,0.003565,0.003565
132,1829.19,1.7836,1.36352,1.25329,0.11932,0.12314,0.10618,0.03617,2.93135,3.37761,2.03426,0.0035155,0.0035155,0.0035155
133,1836.9,1.70825,1.30561,1.25249,0.14218,0.16179,0.10866,0.03632,2.90117,3.23575,2.04786,0.003466,0.003466,0.003466
134,1844.63,1.8366,1.32765,1.23118,0.15622,0.15558,0.13421,0.04248,2.83889,3.08335,2.00507,0.0034165,0.0034165,0.0034165
135,1852.75,1.71574,1.29663,1.23237,0.15622,0.15558,0.13421,0.04248,2.83889,3.08335,2.00507,0.003367,0.003367,0.003367
136,1860.68,1.77482,1.34305,1.25239,0.15851,0.19163,0.13846,0.04389,2.82795,2.95263,1.97741,0.0033175,0.0033175,0.0033175
137,1868.65,1.85239,1.434,1.26829,0.13144,0.21957,0.12539,0.04188,2.8307,3.01528,1.98831,0.003268,0.003268,0.003268
138,1876.57,1.76013,1.34091,1.25164,0.16736,0.17268,0.13578,0.04384,2.78967,3.11038,2.00024,0.0032185,0.0032185,0.0032185
139,1884.71,1.78264,1.38945,1.25669,0.16736,0.17268,0.13578,0.04384,2.78967,3.11038,2.00024,0.003169,0.003169,0.003169
140,1892.68,1.85548,1.6262,1.35811,0.15854,0.16536,0.13535,0.03868,2.78255,3.25619,2.03125,0.0031195,0.0031195,0.0031195
141,1900.47,1.69906,1.3352,1.22589,0.15947,0.18315,0.12176,0.03456,2.80183,3.40372,2.04736,0.00307,0.00307,0.00307
142,1908.58,1.98491,1.53352,1.31977,0.21206,0.14856,0.10395,0.02839,2.85837,3.42903,2.09037,0.0030205,0.0030205,0.0030205
143,1916.73,1.8247,1.40657,1.32829,0.21206,0.14856,0.10395,0.02839,2.85837,3.42903,2.09037,0.002971,0.002971,0.002971
144,1924.7,1.80824,1.4645,1.25155,0.15013,0.15901,0.11528,0.0297,2.86838,3.40269,2.09524,0.0029215,0.0029215,0.0029215
145,1932.65,1.72899,1.35385,1.28353,0.16092,0.12827,0.1106,0.03027,2.87663,3.27034,2.10878,0.002872,0.002872,0.002872
146,1940.99,1.65492,1.21516,1.19412,0.16755,0.13718,0.11624,0.0336,2.90589,3.16308,2.12305,0.0028225,0.0028225,0.0028225
147,1949.9,1.63984,1.19486,1.19602,0.16755,0.13718,0.11624,0.0336,2.90589,3.16308,2.12305,0.002773,0.002773,0.002773
148,1972.72,1.61174,1.23588,1.23178,0.17517,0.16893,0.1256,0.03498,2.88509,3.06944,2.10939,0.0027235,0.0027235,0.0027235
149,1981.1,1.67078,1.26953,1.17027,0.14322,0.17089,0.12869,0.03953,2.8545,2.99866,2.10032,0.002674,0.002674,0.002674
150,1989.29,1.75754,1.34383,1.19801,0.16623,0.14161,0.13018,0.03946,2.86462,3.05071,2.10856,0.0026245,0.0026245,0.0026245
151,1997.33,1.73448,1.30894,1.18838,0.16623,0.14161,0.13018,0.03946,2.86462,3.05071,2.10856,0.002575,0.002575,0.002575
152,2005.55,1.68622,1.27354,1.25832,0.11124,0.1325,0.11748,0.0373,2.89936,3.06932,2.16501,0.0025255,0.0025255,0.0025255
153,2013.54,1.6249,1.15626,1.18809,0.11095,0.1325,0.11431,0.03528,2.9156,3.11345,2.1777,0.002476,0.002476,0.002476
154,2021.66,1.74738,1.2581,1.21292,0.1321,0.10536,0.11339,0.03216,2.9009,3.17127,2.1412,0.0024265,0.0024265,0.0024265
155,2029.98,1.57007,1.11161,1.14971,0.1321,0.10536,0.11339,0.03216,2.9009,3.17127,2.1412,0.002377,0.002377,0.002377
156,2038.09,1.76595,1.27132,1.21619,0.09522,0.13964,0.10206,0.03106,2.89783,3.27155,2.11493,0.0023275,0.0023275,0.0023275
157,2046.15,1.6087,1.17396,1.12969,0.08022,0.13161,0.09609,0.03313,2.90247,3.30639,2.10473,0.002278,0.002278,0.002278
158,2054.19,1.82477,1.37534,1.21867,0.15268,0.14432,0.11836,0.03917,2.91655,3.34397,2.04997,0.0022285,0.0022285,0.0022285
159,2062.06,1.59976,1.17777,1.18267,0.15268,0.14432,0.11836,0.03917,2.91655,3.34397,2.04997,0.002179,0.002179,0.002179
160,2069.95,1.59424,1.24261,1.23151,0.15097,0.17018,0.12408,0.03899,2.90123,3.22854,2.0223,0.0021295,0.0021295,0.0021295
161,2078.15,1.69206,1.31093,1.29984,0.14953,0.1783,0.13488,0.0409,2.85678,3.13132,2.00078,0.00208,0.00208,0.00208
162,2086.33,1.56581,1.12059,1.15091,0.14481,0.19838,0.1481,0.04788,2.79193,3.00073,1.98574,0.0020305,0.0020305,0.0020305
163,2094.44,1.65386,1.2126,1.20828,0.14481,0.19838,0.1481,0.04788,2.79193,3.00073,1.98574,0.001981,0.001981,0.001981
164,2102.53,1.65395,1.28945,1.21672,0.12253,0.16262,0.14244,0.04647,2.7693,2.98715,1.99905,0.0019315,0.0019315,0.0019315
